locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YLR079W,SIC1,1,350,NE,Nonessential
YLR080W,EMP46,1,350,NE,Nonessential
YLR081W,GAL2,1,350,NE,Nonessential
YLR082C,SRL2,1,350,NE,Nonessential
YLR083C,EMP70,1,350,NE,Nonessential
YLR084C,RAX2,1,350,NE,Nonessential
YLR085C,ARP6,1,350,NE,Nonessential
YLR086W,SMC4,1,350,E,Essential
YLR087C,CSF1,1,350,NE,Nonessential
YLR088W,GAA1,1,350,E,Essential
YLR089C,ALT1,1,350,NE,Nonessential
YLR090W,XDJ1,1,350,NE,Nonessential
YLR091W,GEP5,1,350,NE,Nonessential
YLR092W,SUL2,1,350,NE,Nonessential
YLR093C,NYV1,1,350,NE,Nonessential
YLR094C,GIS3,1,350,NE,Nonessential
YLR095C,IOC2,1,350,NE,Nonessential
YLR096W,KIN2,1,350,NE,Nonessential
YLR097C,HRT3,1,350,NE,Nonessential
YLR098C,CHA4,1,350,NE,Nonessential
YLR099C,ICT1,1,350,NE,Nonessential
YLR099W-A,YLR099W-A,1,350,E,Essential
YLR100W,ERG27,1,350,E,Essential
YLR102C,APC9,1,350,NE,Nonessential
YLR103C,CDC45,1,350,E,Essential
YLR104W,LCL2,1,350,NE,Nonessential
YLR105C,SEN2,1,350,E,Essential
YLR106C,MDN1,1,350,E,Essential
YLR107W,REX3,1,350,NE,Nonessential
YLR108C,YLR108C,1,350,NE,Nonessential
YLR109W,AHP1,1,350,NE,Nonessential
YLR110C,CCW12,1,350,NE,Nonessential
YLR113W,HOG1,1,350,NE,Nonessential
YLR114C,AVL9,1,350,NE,Nonessential
YLR115W,CFT2,1,350,E,Essential
YLR116W,MSL5,1,350,E,Essential
YLR117C,CLF1,1,350,E,Essential
YLR118C,YLR118C,1,350,NE,Nonessential
YLR119W,SRN2,1,350,NE,Nonessential
YLR120C,YPS1,1,350,NE,Nonessential
YLR121C,YPS3,1,350,NE,Nonessential
YLR125W,YLR125W,1,350,NE,Nonessential
YLR126C,YLR126C,1,350,NE,Nonessential
YLR127C,APC2,1,350,E,Essential
YLR128W,DCN1,1,350,NE,Nonessential
YLR129W,DIP2,1,350,E,Essential
YLR130C,ZRT2,1,350,NE,Nonessential
YLR131C,ACE2,1,350,NE,Nonessential
YLR132C,YLR132C,1,350,E,Essential
YLR133W,CKI1,1,350,NE,Nonessential
YLR134W,PDC5,1,350,NE,Nonessential
YLR135W,SLX4,1,350,NE,Nonessential
YLR136C,TIS11,1,350,NE,Nonessential
YLR137W,YLR137W,1,350,NE,Nonessential
YLR138W,NHA1,1,350,NE,Nonessential
YLR139C,SLS1,1,350,NE,Nonessential
YLR141W,RRN5,1,350,E,Essential
YLR142W,PUT1,1,350,NE,Nonessential
YLR143W,YLR143W,1,350,NE,Nonessential
YLR144C,ACF2,1,350,NE,Nonessential
YLR145W,RMP1,1,350,E,Essential
YLR146C,SPE4,1,350,NE,Nonessential
YLR147C,SMD3,1,350,E,Essential
YLR148W,PEP3,1,350,NE,Nonessential
YLR149C,YLR149C,1,350,NE,Nonessential
YLR150W,STM1,1,350,NE,Nonessential
YLR151C,PCD1,1,350,NE,Nonessential
YLR152C,YLR152C,1,350,NE,Nonessential
YLR153C,ACS2,1,350,E,Essential
YLR154C,RNH203,1,350,NE,Nonessential
YLR157C-A,YLR157C-A,1,350,NE,Nonessential
YLR157C-B,YLR157C-B,1,350,NE,Nonessential
YLR163C,MAS1,1,350,E,Essential
YLR164W,YLR164W,1,350,NE,Nonessential
YLR165C,PUS5,1,350,NE,Nonessential
YLR166C,SEC10,1,350,E,Essential
YLR167W,RPS31,1,350,E,Essential
YLR168C,UPS2,1,350,NE,Nonessential
YLR170C,APS1,1,350,NE,Nonessential
YLR172C,DPH5,1,350,NE,Nonessential
YLR173W,YLR173W,1,350,NE,Nonessential
YLR174W,IDP2,1,350,NE,Nonessential
YLR175W,CBF5,1,350,E,Essential
YLR176C,RFX1,1,350,NE,Nonessential
YLR177W,YLR177W,1,350,NE,Nonessential
YLR178C,TFS1,1,350,NE,Nonessential
YLR179C,YLR179C,1,350,NE,Nonessential
YLR180W,SAM1,1,350,NE,Nonessential
YLR181C,VTA1,1,350,NE,Nonessential
YLR182W,SWI6,2,"350,458","NE,E",Conditional
YLR183C,TOS4,1,350,NE,Nonessential
YLR185W,RPL37A,1,350,NE,Nonessential
YLR186W,EMG1,1,350,E,Essential
YLR187W,SKG3,1,350,NE,Nonessential
YLR188W,MDL1,1,350,NE,Nonessential
YLR189C,ATG26,1,350,NE,Nonessential
YLR190W,MMR1,1,350,NE,Nonessential
YLR191W,PEX13,1,350,NE,Nonessential
YLR192C,HCR1,1,350,NE,Nonessential
YLR193C,UPS1,1,350,NE,Nonessential
YLR194C,YLR194C,1,350,NE,Nonessential
YLR195C,NMT1,1,350,E,Essential
YLR196W,PWP1,1,350,E,Essential
YLR197W,NOP56,1,350,E,Essential
YLR199C,PBA1,1,350,NE,Nonessential
YLR200W,YKE2,1,350,NE,Nonessential
YLR201C,COQ9,1,350,NE,Nonessential
YLR203C,MSS51,1,350,NE,Nonessential
YLR204W,QRI5,1,350,NE,Nonessential
YLR205C,HMX1,1,350,NE,Nonessential
YLR206W,ENT2,1,350,NE,Nonessential
YLR207W,HRD3,1,350,NE,Nonessential
YLR208W,SEC13,1,350,E,Essential
YLR209C,PNP1,1,350,NE,Nonessential
YLR210W,CLB4,1,350,NE,Nonessential
YLR211C,YLR211C,1,350,NE,Nonessential
YLR212C,TUB4,1,350,E,Essential
YLR213C,CRR1,1,350,NE,Nonessential
YLR214W,FRE1,1,350,NE,Nonessential
YLR215C,CDC123,1,350,E,Essential
YLR216C,CPR6,1,350,NE,Nonessential
YLR218C,COA4,1,350,NE,Nonessential
YLR219W,MSC3,1,350,NE,Nonessential
YLR220W,CCC1,1,350,NE,Nonessential
YLR221C,RSA3,1,350,NE,Nonessential
YLR222C,UTP13,1,350,E,Essential
YLR223C,IFH1,1,350,E,Essential
YLR224W,YLR224W,1,350,NE,Nonessential
YLR225C,YLR225C,1,350,NE,Nonessential
YLR226W,BUR2,1,350,NE,Nonessential
YLR227C,ADY4,1,350,NE,Nonessential
YLR227W-A,YLR227W-A,1,350,NE,Nonessential
YLR227W-B,YLR227W-B,1,350,NE,Nonessential
YLR228C,ECM22,1,350,NE,Nonessential
YLR229C,CDC42,1,350,E,Essential
YLR231C,BNA5,1,350,NE,Nonessential
YLR233C,EST1,1,350,NE,Nonessential
YLR234W,TOP3,1,350,NE,Nonessential
YLR237W,THI7,1,350,NE,Nonessential
YLR238W,FAR10,1,350,NE,Nonessential
YLR239C,LIP2,1,350,NE,Nonessential
YLR240W,VPS34,2,"350,458","NE,E",Conditional
YLR241W,YLR241W,1,350,NE,Nonessential
YLR242C,ARV1,1,350,NE,Nonessential
YLR243W,YLR243W,1,350,E,Essential
YLR244C,MAP1,1,350,NE,Nonessential
YLR246W,ERF2,1,350,NE,Nonessential
YLR247C,IRC20,1,350,NE,Nonessential
YLR248W,RCK2,1,350,NE,Nonessential
YLR249W,YEF3,1,350,E,Essential
YLR250W,SSP120,1,350,NE,Nonessential
YLR251W,SYM1,1,350,NE,Nonessential
YLR253W,YLR253W,1,350,NE,Nonessential
YLR254C,NDL1,1,350,NE,Nonessential
YLR256W-A,YLR256W-A,1,350,NE,Nonessential
YLR257W,YLR257W,1,350,NE,Nonessential
YLR258W,GSY2,1,350,NE,Nonessential
YLR259C,HSP60,1,350,E,Essential
YLR260W,LCB5,1,350,NE,Nonessential
YLR262C,YPT6,1,350,NE,Nonessential
YLR262C-A,TMA7,1,350,NE,Nonessential
YLR263W,RED1,1,350,NE,Nonessential
YLR264C-A,YLR264C-A,1,350,NE,Nonessential
YLR264W,RPS28B,1,350,NE,Nonessential
YLR265C,NEJ1,1,350,NE,Nonessential
YLR266C,PDR8,1,350,NE,Nonessential
YLR267W,BOP2,1,350,NE,Nonessential
YLR268W,SEC22,1,350,NE,Nonessential
YLR270W,DCS1,1,350,NE,Nonessential
YLR271W,YLR271W,1,350,NE,Nonessential
YLR272C,YCS4,1,350,E,Essential
YLR273C,PIG1,1,350,NE,Nonessential
YLR274W,MCM5,1,350,E,Essential
YLR275W,SMD2,1,350,E,Essential
YLR276C,DBP9,1,350,E,Essential
YLR277C,YSH1,1,350,E,Essential
YLR278C,YLR278C,1,350,NE,Nonessential
YLR281C,YLR281C,1,350,NE,Nonessential
YLR283W,YLR283W,1,350,NE,Nonessential
YLR284C,ECI1,1,350,NE,Nonessential
YLR285C-A,YLR285C-A,1,350,NE,Nonessential
YLR285W,NNT1,1,350,NE,Nonessential
YLR286C,CTS1,1,350,NE,Nonessential
YLR287C,YLR287C,1,350,NE,Nonessential
YLR287C-A,RPS30A,1,350,NE,Nonessential
YLR288C,MEC3,1,350,NE,Nonessential
YLR289W,GUF1,1,350,NE,Nonessential
YLR290C,YLR290C,1,350,NE,Nonessential
YLR291C,GCD7,1,350,E,Essential
YLR292C,SEC72,1,350,NE,Nonessential
YLR293C,GSP1,1,350,E,Essential
YLR295C,ATP14,1,350,NE,Nonessential
YLR297W,YLR297W,1,350,NE,Nonessential
YLR298C,YHC1,1,350,E,Essential
YLR299W,ECM38,1,350,NE,Nonessential
YLR300W,EXG1,1,350,NE,Nonessential
YLR303W,MET17,1,350,NE,Nonessential
YLR304C,ACO1,1,350,NE,Nonessential
YLR305C,STT4,1,350,E,Essential
YLR306W,UBC12,1,350,NE,Nonessential
YLR307C-A,YLR307C-A,1,350,NE,Nonessential
YLR307W,CDA1,1,350,NE,Nonessential
YLR308W,CDA2,1,350,NE,Nonessential
YLR309C,IMH1,1,350,NE,Nonessential
YLR310C,CDC25,1,350,E,Essential
YLR312C,YLR312C,1,350,NE,Nonessential
YLR312W-A,MRPL15,1,350,NE,Nonessential
YLR313C,SPH1,1,350,NE,Nonessential
YLR314C,CDC3,1,350,E,Essential
YLR315W,NKP2,1,350,NE,Nonessential
YLR316C,TAD3,1,350,E,Essential
YLR318W,EST2,1,350,NE,Nonessential
YLR319C,BUD6,1,350,NE,Nonessential
YLR320W,MMS22,1,350,NE,Nonessential
YLR321C,SFH1,1,350,E,Essential
YLR323C,CWC24,1,350,E,Essential
YLR324W,PEX30,1,350,NE,Nonessential
YLR325C,RPL38,1,350,NE,Nonessential
YLR326W,YLR326W,1,350,NE,Nonessential
YLR327C,TMA10,1,350,NE,Nonessential
YLR328W,NMA1,1,350,NE,Nonessential
YLR329W,REC102,1,350,NE,Nonessential
YLR330W,CHS5,1,350,NE,Nonessential
YLR332W,MID2,1,350,NE,Nonessential
YLR333C,RPS25B,1,350,NE,Nonessential
YLR335W,NUP2,1,350,NE,Nonessential
YLR336C,SGD1,1,350,E,Essential
YLR337C,VRP1,1,350,NE,Nonessential
YLR340W,RPP0,1,350,E,Essential
YLR341W,SPO77,1,350,NE,Nonessential
YLR342W,FKS1,1,350,NE,Nonessential
YLR342W-A,YLR342W-A,1,350,NE,Nonessential
YLR343W,GAS2,1,350,NE,Nonessential
YLR344W,RPL26A,1,350,NE,Nonessential
YLR345W,YLR345W,1,350,NE,Nonessential
YLR346C,YLR346C,1,350,NE,Nonessential
YLR347C,KAP95,1,350,E,Essential
YLR348C,DIC1,1,350,NE,Nonessential
YLR350W,ORM2,1,350,NE,Nonessential
YLR351C,NIT3,1,350,NE,Nonessential
YLR352W,YLR352W,1,350,NE,Nonessential
YLR353W,BUD8,1,350,NE,Nonessential
YLR354C,TAL1,1,350,NE,Nonessential
YLR355C,ILV5,1,350,E,Essential
YLR356W,ATG33,1,350,NE,Nonessential
YLR357W,RSC2,1,350,NE,Nonessential
YLR359W,ADE13,1,350,E,Essential
YLR360W,VPS38,1,350,NE,Nonessential
YLR361C,DCR2,1,350,NE,Nonessential
YLR361C-A,YLR361C-A,1,350,NE,Nonessential
YLR362W,STE11,1,350,NE,Nonessential
YLR363C,NMD4,1,350,NE,Nonessential
YLR363W-A,YLR363W-A,1,350,NE,Nonessential
YLR364W,GRX8,1,350,NE,Nonessential
YLR367W,RPS22B,1,350,NE,Nonessential
YLR368W,MDM30,1,350,NE,Nonessential
YLR369W,SSQ1,1,350,NE,Nonessential
YLR370C,ARC18,1,350,NE,Nonessential
YLR371W,ROM2,2,"458,350","E,NE",Conditional
YLR372W,SUR4,1,350,NE,Nonessential
YLR373C,VID22,1,350,NE,Nonessential
YLR375W,STP3,1,350,NE,Nonessential
YLR376C,PSY3,1,350,NE,Nonessential
YLR377C,FBP1,1,350,NE,Nonessential
YLR378C,SEC61,1,350,E,Essential
YLR380W,CSR1,1,350,NE,Nonessential
YLR381W,CTF3,1,350,NE,Nonessential
YLR382C,NAM2,1,350,NE,Nonessential
YLR383W,SMC6,1,350,E,Essential
YLR384C,IKI3,1,350,NE,Nonessential
YLR385C,SWC7,1,350,NE,Nonessential
YLR386W,VAC14,1,350,NE,Nonessential
YLR387C,REH1,1,350,NE,Nonessential
YLR388W,RPS29A,1,350,NE,Nonessential
YLR389C,STE23,1,350,NE,Nonessential
YLR390W,ECM19,1,350,NE,Nonessential
YLR390W-A,CCW14,1,350,NE,Nonessential
YLR392C,ART10,1,350,NE,Nonessential
YLR393W,ATP10,1,350,NE,Nonessential
YLR394W,CST9,1,350,NE,Nonessential
YLR395C,COX8,1,350,NE,Nonessential
YLR396C,VPS33,1,350,NE,Nonessential
YLR397C,AFG2,1,350,E,Essential
YLR398C,SKI2,1,350,NE,Nonessential
YLR399C,BDF1,1,350,NE,Nonessential
YLR401C,DUS3,1,350,NE,Nonessential
YLR403W,SFP1,1,350,NE,Nonessential
YLR404W,FLD1,1,350,NE,Nonessential
YLR405W,DUS4,1,350,NE,Nonessential
YLR406C,RPL31B,1,350,NE,Nonessential
YLR406C-A,YLR406C-A,1,350,NE,Nonessential
YLR407W,YLR407W,1,350,NE,Nonessential
YLR408C,BLS1,1,350,NE,Nonessential
YLR409C,UTP21,1,350,E,Essential
YLR410W,VIP1,1,350,NE,Nonessential
YLR410W-A,YLR410W-A,1,350,NE,Nonessential
YLR410W-B,YLR410W-B,1,350,NE,Nonessential
YLR412C-A,YLR412C-A,1,350,NE,Nonessential
YLR412W,BER1,1,350,NE,Nonessential
YLR413W,YLR413W,1,350,NE,Nonessential
YLR414C,PUN1,1,350,NE,Nonessential
YLR415C,YLR415C,1,350,NE,Nonessential
YLR417W,VPS36,1,350,NE,Nonessential
YLR418C,CDC73,1,350,NE,Nonessential
YLR419W,YLR419W,1,350,NE,Nonessential
YLR420W,URA4,1,350,NE,Nonessential
YLR421C,RPN13,1,350,NE,Nonessential
YLR422W,YLR422W,1,350,NE,Nonessential
YLR423C,ATG17,1,350,NE,Nonessential
YLR424W,SPP382,1,350,E,Essential
YLR425W,TUS1,1,350,NE,Nonessential
YLR426W,YLR426W,1,350,NE,Nonessential
YLR427W,MAG2,1,350,NE,Nonessential
YLR429W,CRN1,1,350,NE,Nonessential
YLR430W,SEN1,1,350,E,Essential
YLR431C,ATG23,1,350,NE,Nonessential
YLR432W,IMD3,1,350,NE,Nonessential
YLR433C,CNA1,1,350,NE,Nonessential
YLR435W,TSR2,1,350,NE,Nonessential
YLR436C,ECM30,1,350,NE,Nonessential
YLR437C,DIF1,1,350,NE,Nonessential
YLR438C-A,LSM3,1,350,E,Essential
YLR438W,CAR2,1,350,NE,Nonessential
YLR439W,MRPL4,1,350,NE,Nonessential
YLR440C,SEC39,1,350,E,Essential
YLR441C,RPS1A,1,350,NE,Nonessential
YLR442C,SIR3,1,350,NE,Nonessential
YLR443W,ECM7,1,350,NE,Nonessential
YLR445W,YLR445W,1,350,NE,Nonessential
YLR446W,YLR446W,1,350,NE,Nonessential
YLR447C,VMA6,1,350,NE,Nonessential
YLR448W,RPL6B,1,350,NE,Nonessential
YLR449W,FPR4,1,350,NE,Nonessential
YLR450W,HMG2,1,350,NE,Nonessential
YLR451W,LEU3,1,350,NE,Nonessential
YLR452C,SST2,1,350,NE,Nonessential
YLR453C,RIF2,1,350,NE,Nonessential
YLR454W,FMP27,2,"350,458","NE,E",Conditional
YLR455W,YLR455W,1,350,NE,Nonessential
YLR456W,YLR456W,1,350,NE,Nonessential
YLR457C,NBP1,1,350,E,Essential
YLR459W,GAB1,1,350,E,Essential
YLR460C,YLR460C,1,350,NE,Nonessential
YLR461W,PAU4,1,350,NE,Nonessential
YML001W,YPT7,1,350,NE,Nonessential
YML002W,YML002W,1,350,NE,Nonessential
YML003W,YML003W,1,350,NE,Nonessential
YML004C,GLO1,1,350,NE,Nonessential
YML005W,TRM12,1,350,NE,Nonessential
YML006C,GIS4,1,350,NE,Nonessential
YML007C-A,YML007C-A,1,350,NE,Nonessential
YML007W,YAP1,1,350,NE,Nonessential
YML008C,ERG6,1,350,NE,Nonessential
YML009C,MRPL39,1,350,NE,Nonessential
YML010W,SPT5,1,350,E,Essential
YML011C,RAD33,1,350,NE,Nonessential
YML012W,ERV25,1,350,NE,Nonessential
YML013W,UBX2,1,350,NE,Nonessential
YML014W,TRM9,1,350,NE,Nonessential
YML015C,TAF11,1,350,E,Essential
YML016C,PPZ1,1,350,NE,Nonessential
YML017W,PSP2,1,350,NE,Nonessential
YML018C,YML018C,1,350,NE,Nonessential
YML019W,OST6,1,350,NE,Nonessential
YML020W,YML020W,1,350,NE,Nonessential
YML021C,UNG1,1,350,NE,Nonessential
YML022W,APT1,1,350,NE,Nonessential
YML023C,NSE5,1,350,E,Essential
YML024W,RPS17A,1,350,NE,Nonessential
YML025C,YML6,2,"458,350","NE,E",Conditional
YML026C,RPS18B,1,350,NE,Nonessential
YML027W,YOX1,1,350,NE,Nonessential
YML028W,TSA1,1,350,NE,Nonessential
YML029W,USA1,1,350,NE,Nonessential
YML030W,AIM31,1,350,NE,Nonessential
YML031W,NDC1,1,350,E,Essential
YML032C,RAD52,1,350,NE,Nonessential
YML034W,SRC1,1,350,NE,Nonessential
YML035C,AMD1,1,350,NE,Nonessential
YML036W,CGI121,1,350,NE,Nonessential
YML037C,YML037C,1,350,NE,Nonessential
YML038C,YMD8,1,350,NE,Nonessential
YML039W,YML039W,1,350,NE,Nonessential
YML040W,YML040W,1,350,NE,Nonessential
YML041C,VPS71,1,350,NE,Nonessential
YML042W,CAT2,1,350,NE,Nonessential
YML043C,RRN11,1,350,E,Essential
YML045W,YML045W,1,350,NE,Nonessential
YML045W-A,YML045W-A,1,350,NE,Nonessential
YML046W,PRP39,1,350,E,Essential
YML047C,PRM6,1,350,NE,Nonessential
YML048W,GSF2,1,350,NE,Nonessential
YML049C,RSE1,1,350,E,Essential
YML050W,AIM32,1,350,NE,Nonessential
YML051W,GAL80,1,350,NE,Nonessential
YML052W,SUR7,1,350,NE,Nonessential
YML053C,YML053C,1,350,NE,Nonessential
YML054C,CYB2,1,350,NE,Nonessential
YML054C-A,YML054C-A,1,350,NE,Nonessential
YML055W,SPC2,1,350,NE,Nonessential
YML056C,IMD4,1,350,NE,Nonessential
YML057W,CMP2,1,350,NE,Nonessential
YML058W,SML1,1,350,NE,Nonessential
YML058W-A,HUG1,1,350,NE,Nonessential
YML059C,NTE1,1,350,NE,Nonessential
YML060W,OGG1,1,350,NE,Nonessential
YML061C,PIF1,1,350,NE,Nonessential
YML062C,MFT1,1,350,NE,Nonessential
YML063W,RPS1B,1,350,NE,Nonessential
YML064C,TEM1,1,350,E,Essential
YML065W,ORC1,1,350,E,Essential
YML066C,SMA2,1,350,NE,Nonessential
YML067C,ERV41,1,350,NE,Nonessential
YML068W,ITT1,1,350,NE,Nonessential
YML069W,POB3,1,350,E,Essential
YML070W,DAK1,1,350,NE,Nonessential
YML071C,COG8,1,350,NE,Nonessential
YML072C,TCB3,1,350,NE,Nonessential
YML073C,RPL6A,1,350,NE,Nonessential
YML074C,FPR3,1,350,NE,Nonessential
YML075C,HMG1,1,350,NE,Nonessential
YML076C,WAR1,1,350,NE,Nonessential
YML077W,BET5,1,350,E,Essential
YML078W,CPR3,1,350,NE,Nonessential
YML079W,YML079W,1,350,NE,Nonessential
YML080W,DUS1,1,350,NE,Nonessential
YML081C-A,ATP18,1,350,NE,Nonessential
YML081W,YML081W,1,350,NE,Nonessential
YML082W,YML082W,1,350,NE,Nonessential
YML083C,YML083C,1,350,NE,Nonessential
YML085C,TUB1,1,350,E,Essential
YML086C,ALO1,1,350,NE,Nonessential
YML087C,AIM33,1,350,NE,Nonessential
YML088W,UFO1,1,350,NE,Nonessential
YML091C,RPM2,1,350,E,Essential
YML092C,PRE8,1,350,E,Essential
YML093W,UTP14,1,350,E,Essential
YML094W,GIM5,1,350,NE,Nonessential
YML095C,RAD10,1,350,NE,Nonessential
YML096W,YML096W,1,350,NE,Nonessential
YML097C,VPS9,1,350,NE,Nonessential
YML098W,TAF13,1,350,E,Essential
YML099C,ARG81,1,350,NE,Nonessential
YML100W,TSL1,1,350,NE,Nonessential
YML100W-A,YML100W-A,1,350,NE,Nonessential
YML101C,CUE4,1,350,NE,Nonessential
YML102W,CAC2,1,350,NE,Nonessential
YML103C,NUP188,1,350,NE,Nonessential
YML104C,MDM1,1,350,NE,Nonessential
YML105C,SEC65,1,350,E,Essential
YML106W,URA5,1,350,NE,Nonessential
YML107C,PML39,1,350,NE,Nonessential
YML108W,YML108W,1,350,NE,Nonessential
YML109W,ZDS2,1,350,NE,Nonessential
YML110C,COQ5,1,350,NE,Nonessential
YML111W,BUL2,1,350,NE,Nonessential
YML112W,CTK3,1,350,NE,Nonessential
YML113W,DAT1,1,350,NE,Nonessential
YML114C,TAF8,1,350,E,Essential
YML115C,VAN1,1,350,NE,Nonessential
YML116W,ATR1,1,350,NE,Nonessential
YML117W,NAB6,1,350,NE,Nonessential
YML118W,NGL3,1,350,NE,Nonessential
YML119W,YML119W,1,350,NE,Nonessential
YML120C,NDI1,1,350,NE,Nonessential
YML121W,GTR1,1,350,NE,Nonessential
YML123C,PHO84,1,350,NE,Nonessential
YML124C,TUB3,1,350,NE,Nonessential
YML125C,PGA3,1,350,E,Essential
YML126C,ERG13,1,350,E,Essential
YML127W,RSC9,1,350,E,Essential
YML128C,MSC1,1,350,NE,Nonessential
YML129C,COX14,1,350,NE,Nonessential
YML130C,ERO1,1,350,E,Essential
YML131W,YML131W,1,350,NE,Nonessential
YMR001C,CDC5,1,350,E,Essential
YMR001C-A,YMR001C-A,1,350,NE,Nonessential
YMR002W,MIC17,1,350,NE,Nonessential
YMR003W,AIM34,1,350,NE,Nonessential
YMR004W,MVP1,1,350,NE,Nonessential
YMR005W,TAF4,1,350,E,Essential
YMR006C,PLB2,1,350,NE,Nonessential
YMR008C,PLB1,1,350,NE,Nonessential
YMR009W,ADI1,1,350,NE,Nonessential
YMR010W,YMR010W,1,350,NE,Nonessential
YMR011W,HXT2,1,350,NE,Nonessential
YMR012W,CLU1,1,350,NE,Nonessential
YMR013C,SEC59,1,350,E,Essential
YMR014W,BUD22,1,350,NE,Nonessential
YMR015C,ERG5,1,350,NE,Nonessential
YMR016C,SOK2,1,350,NE,Nonessential
YMR017W,SPO20,1,350,NE,Nonessential
YMR018W,YMR018W,1,350,NE,Nonessential
YMR019W,STB4,1,350,NE,Nonessential
YMR020W,FMS1,1,350,NE,Nonessential
YMR021C,MAC1,1,350,NE,Nonessential
YMR022W,UBC7,1,350,NE,Nonessential
YMR023C,MSS1,1,350,NE,Nonessential
YMR024W,MRPL3,1,350,NE,Nonessential
YMR025W,CSI1,1,350,NE,Nonessential
YMR026C,PEX12,1,350,NE,Nonessential
YMR027W,YMR027W,1,350,NE,Nonessential
YMR028W,TAP42,1,350,E,Essential
YMR029C,FAR8,1,350,NE,Nonessential
YMR030W,RSF1,1,350,NE,Nonessential
YMR031C,YMR031C,1,350,NE,Nonessential
YMR032W,HOF1,1,350,NE,Nonessential
YMR033W,ARP9,1,350,E,Essential
YMR034C,YMR034C,1,350,NE,Nonessential
YMR035W,IMP2,1,350,NE,Nonessential
YMR036C,MIH1,1,350,NE,Nonessential
YMR037C,MSN2,1,350,NE,Nonessential
YMR038C,CCS1,1,350,NE,Nonessential
YMR039C,SUB1,1,350,NE,Nonessential
YMR040W,YET2,1,350,NE,Nonessential
YMR041C,ARA2,1,350,NE,Nonessential
YMR042W,ARG80,1,350,NE,Nonessential
YMR043W,MCM1,1,350,E,Essential
YMR044W,IOC4,1,350,NE,Nonessential
YMR045C,YMR045C,1,350,NE,Nonessential
YMR046C,YMR046C,1,350,NE,Nonessential
YMR047C,NUP116,1,350,E,Essential
YMR048W,CSM3,1,350,NE,Nonessential
YMR049C,ERB1,1,350,E,Essential
YMR050C,YMR050C,1,350,NE,Nonessential
YMR051C,YMR051C,1,350,NE,Nonessential
YMR052W,FAR3,1,350,NE,Nonessential
YMR053C,STB2,1,350,NE,Nonessential
YMR054W,STV1,1,350,NE,Nonessential
YMR055C,BUB2,1,350,NE,Nonessential
YMR056C,AAC1,1,350,NE,Nonessential
YMR058W,FET3,1,350,NE,Nonessential
YMR059W,SEN15,1,350,E,Essential
YMR060C,SAM37,1,350,NE,Nonessential
YMR061W,RNA14,1,350,E,Essential
YMR062C,ARG7,1,350,NE,Nonessential
YMR063W,RIM9,1,350,NE,Nonessential
YMR064W,AEP1,1,350,NE,Nonessential
YMR065W,KAR5,1,350,NE,Nonessential
YMR066W,SOV1,1,350,NE,Nonessential
YMR067C,UBX4,1,350,NE,Nonessential
YMR068W,AVO2,1,350,NE,Nonessential
YMR069W,NAT4,1,350,NE,Nonessential
YMR070W,MOT3,1,350,NE,Nonessential
YMR071C,TVP18,1,350,NE,Nonessential
YMR072W,ABF2,1,350,NE,Nonessential
YMR073C,IRC21,1,350,NE,Nonessential
YMR074C,YMR074C,1,350,NE,Nonessential
YMR075W,RCO1,1,350,NE,Nonessential
YMR076C,PDS5,1,350,E,Essential
YMR077C,VPS20,1,350,NE,Nonessential
YMR078C,CTF18,1,350,NE,Nonessential
YMR079W,SEC14,1,350,E,Essential
YMR080C,NAM7,1,350,NE,Nonessential
YMR081C,ISF1,1,350,NE,Nonessential
YMR083W,ADH3,1,350,NE,Nonessential
YMR084W,YMR084W,1,350,NE,Nonessential
YMR085W,YMR085W,1,350,NE,Nonessential
YMR086W,YMR086W,1,350,NE,Nonessential
YMR087W,YMR087W,1,350,NE,Nonessential
YMR088C,VBA1,1,350,NE,Nonessential
YMR089C,YTA12,1,350,NE,Nonessential
YMR090W,YMR090W,1,350,NE,Nonessential
YMR091C,NPL6,1,350,NE,Nonessential
YMR092C,AIP1,1,350,NE,Nonessential
YMR093W,UTP15,1,350,E,Essential
YMR094W,CTF13,1,350,E,Essential
YMR095C,SNO1,1,350,NE,Nonessential
YMR096W,SNZ1,1,350,NE,Nonessential
YMR097C,MTG1,1,350,NE,Nonessential
YMR098C,ATP25,1,350,NE,Nonessential
YMR099C,YMR099C,1,350,NE,Nonessential
YMR100W,MUB1,1,350,NE,Nonessential
YMR101C,SRT1,1,350,NE,Nonessential
YMR102C,YMR102C,1,350,NE,Nonessential
YMR104C,YPK2,1,350,NE,Nonessential
YMR105C,PGM2,1,350,NE,Nonessential
YMR105W-A,YMR105W-A,1,350,NE,Nonessential
YMR106C,YKU80,1,350,NE,Nonessential
YMR107W,SPG4,1,350,NE,Nonessential
YMR108W,ILV2,1,350,E,Essential
YMR109W,MYO5,1,350,NE,Nonessential
YMR110C,HFD1,1,350,NE,Nonessential
YMR111C,YMR111C,1,350,NE,Nonessential
YMR112C,MED11,1,350,E,Essential
YMR113W,FOL3,1,350,E,Essential
YMR114C,YMR114C,1,350,NE,Nonessential
YMR115W,MGR3,1,350,NE,Nonessential
YMR116C,ASC1,1,350,NE,Nonessential
YMR117C,SPC24,1,350,E,Essential
YMR118C,YMR118C,1,350,NE,Nonessential
YMR119W,ASI1,1,350,NE,Nonessential
